UNIPROT:Q96FZ2:T116:PRGE	UPF0361 protein C3orf37
UNIPROT:O95990:T116:PRGE	Protein FAM107A
UNIPROT:Q6UXZ3:T116:PRGE	CMRF35-like molecule 4
UNIPROT:Q6UXZ4:T116:PRGE	Netrin receptor UNC5D
UNIPROT:Q6X4T0:T116:PRGE	Uncharacterized protein C12orf54
UNIPROT:P34130:T116:PRGE	Neurotrophin-4
UNIPROT:Q5SVJ3:T116:PRGE	Uncharacterized protein C1orf100
UNIPROT:Q2NKJ3:T116:PRGE	CST complex subunit CTC1
UNIPROT:Q14088:T116:PRGE	Ras-related protein Rab-33A
UNIPROT:Q24JQ0:T116:PRGE	Transmembrane protein C18orf45
UNIPROT:Q9Y5M8:T116:PRGE	Signal recognition particle receptor subunit beta
UNIPROT:Q96FK6:T116:PRGE	WD repeat-containing protein 89
UNIPROT:Q9Y5M6:T116:PRGE	Oculomedin
UNIPROT:Q9Y5M1:T116:PRGE	APR-2
UNIPROT:Q13002:T116:PRGE	Glutamate receptor, ionotropic kainate 2
UNIPROT:Q9BXF6:T116:PRGE	Rab11 family-interacting protein 5
UNIPROT:Q6P087:T116:PRGE	RNA pseudouridylate synthase domain-containing protein 3
UNIPROT:Q9BXF3:T116:PRGE	Cat eye syndrome critical region protein 2
UNIPROT:Q5T7M4:T116:PRGE	Protein FAM132A
UNIPROT:Q4G0A6:T116:PRGE	Protein FAM188B
UNIPROT:P61109:T116:PRGE	ARP
UNIPROT:P61106:T116:PRGE	Ras-related protein Rab-14
UNIPROT:Q15139:T116:PRGE	Serine/threonine-protein kinase D1
UNIPROT:Q5T7M9:T116:PRGE	Protein FAM69A
UNIPROT:Q6P093:T116:PRGE	Arylacetamide deacetylase-like 2
UNIPROT:Q9BXF9:T116:PRGE	Tektin-3
UNIPROT:P01699:T116:PRGE	Ig lambda chain V-I region VOR
UNIPROT:Q7LDG7:T116:PRGE	RAS guanyl-releasing protein 2
UNIPROT:Q9Y5N6:T116:PRGE	Origin recognition complex subunit 6
UNIPROT:Q96FJ2:T116:PRGE	Dynein light chain 2, cytoplasmic
UNIPROT:O95907:T116:PRGE	Monocarboxylate transporter 3
UNIPROT:Q96FJ8:T116:PRGE	Putative uncharacterized protein LOC404266
UNIPROT:B2RC85:T116:PRGE	Radial spoke head 10 homolog B2
UNIPROT:O95905:T116:PRGE	Protein SGT1
UNIPROT:Q3C1V1:T116:PRGE	Uncharacterized protein C11orf91
UNIPROT:Q9Y5N5:T116:PRGE	HemK methyltransferase family member 2
UNIPROT:Q9BXG8:T116:PRGE	Spermatogenic leucine zipper protein 1
UNIPROT:Q00765:T116:PRGE	Receptor expression-enhancing protein 5
UNIPROT:Q15154:T116:PRGE	Pericentriolar material 1 protein
UNIPROT:Q13011:T116:PRGE	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
UNIPROT:Q9Y5N1:T116:PRGE	Histamine H3 receptor
UNIPROT:Q15155:T116:PRGE	Nodal modulator 1
UNIPROT:Q13007:T116:PRGE	Interleukin-24
UNIPROT:Q13009:T116:PRGE	TIAM-1
UNIPROT:Q13003:T116:PRGE	Glutamate receptor, ionotropic kainate 3
UNIPROT:O95900:T116:PRGE	Probable tRNA pseudouridine synthase 2
UNIPROT:Q3C1V8:T116:PRGE	Brain-specific homeobox protein homolog
UNIPROT:Q3C1V9:T116:PRGE	Putative uncharacterized protein ENSP00000334305
UNIPROT:Q9Y605:T116:PRGE	MORF4 family-associated protein 1
UNIPROT:Q9Y606:T116:PRGE	tRNA pseudouridine synthase A
UNIPROT:Q9BXH1:T116:PRGE	Bcl-2-binding component 3
UNIPROT:Q9Y608:T116:PRGE	LRR FLII-interacting protein 2
UNIPROT:Q15166:T116:PRGE	Serum paraoxonase/lactonase 3
UNIPROT:Q00796:T116:PRGE	Sorbitol dehydrogenase
UNIPROT:Q13023:T116:PRGE	AKAP-6
UNIPROT:Q13021:T116:PRGE	MAL-like protein
UNIPROT:Q15165:T116:PRGE	PON 2
UNIPROT:Q9Y600:T116:PRGE	Cysteine sulfinic acid decarboxylase
UNIPROT:Q13017:T116:PRGE	Rho GTPase-activating protein 5
UNIPROT:Q13015:T116:PRGE	Protein AF1q
UNIPROT:Q13014:T116:PRGE	Putative Bcl-2 homologous antagonist/killer 2
UNIPROT:Q13018:T116:PRGE	PLA2R
UNIPROT:P61129:T116:PRGE	Zinc finger CCCH domain-containing protein 6
UNIPROT:Q96FN5:T116:PRGE	Kinesin-like protein KIF12
UNIPROT:Q96FN4:T116:PRGE	Copine-2
UNIPROT:P33032:T116:PRGE	MC5-R
UNIPROT:Q9Y5P4:T116:PRGE	Collagen type IV alpha-3-binding protein
UNIPROT:Q2QL34:T116:PRGE	Mpv17-like protein
UNIPROT:Q9Y614:T116:PRGE	Actin-like protein 7B
UNIPROT:Q9Y615:T116:PRGE	Actin-like protein 7A
UNIPROT:Q15172:T116:PRGE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
UNIPROT:Q96FL8:T116:PRGE	MATE-1
UNIPROT:Q9Y616:T116:PRGE	IRAK-3
UNIPROT:Q9Y5P6:T116:PRGE	Mannose-1-phosphate guanyltransferase beta
UNIPROT:Q9Y617:T116:PRGE	Phosphoserine aminotransferase
UNIPROT:Q15170:T116:PRGE	TCEA-like protein 1
UNIPROT:Q96FL9:T116:PRGE	Polypeptide N-acetylgalactosaminyltransferase 14
UNIPROT:Q9Y618:T116:PRGE	N-CoR2
UNIPROT:Q9Y5P8:T116:PRGE	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta
UNIPROT:Q9BXI2:T116:PRGE	Mitochondrial ornithine transporter 2
UNIPROT:Q9Y619:T116:PRGE	Mitochondrial ornithine transporter 1
UNIPROT:Q9BXI6:T116:PRGE	TBC1 domain family member 10A
UNIPROT:Q9BXI3:T116:PRGE	Cytosolic 5'-nucleotidase 1A
UNIPROT:Q5T7N3:T116:PRGE	KN motif and ankyrin repeat domain-containing protein 4
UNIPROT:Q5T7N2:T116:PRGE	LINE-1 type transposase domain-containing protein 1
UNIPROT:Q9Y5P0:T116:PRGE	Olfactory receptor 51B4
UNIPROT:Q6P050:T116:PRGE	F-box/LRR-repeat protein 22
UNIPROT:Q13033:T116:PRGE	Striatin-3
UNIPROT:Q9BXI9:T116:PRGE	Complement C1q tumor necrosis factor-related protein 6
UNIPROT:Q9Y5P1:T116:PRGE	Olfactory receptor 51B2
UNIPROT:Q15173:T116:PRGE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform
UNIPROT:Q9Y5P2:T116:PRGE	Chondrosarcoma-associated gene 2/3 protein
UNIPROT:Q9Y5P3:T116:PRGE	Retinoic acid-induced protein 2
UNIPROT:Q9Y613:T116:PRGE	FH1/FH2 domain-containing protein 1
UNIPROT:Q13029:T116:PRGE	PR domain zinc finger protein 2
UNIPROT:Q5T7N7:T116:PRGE	Protein FAM27E1
UNIPROT:Q5QJU3:T116:PRGE	Alkaline CDase 2
UNIPROT:Q5T7N8:T116:PRGE	Protein FAM27D1
UNIPROT:Q96FM1:T116:PRGE	Post-GPI attachment to proteins factor 3
UNIPROT:Q06609:T116:PRGE	DNA repair protein RAD51 homolog 1
UNIPROT:Q15185:T116:PRGE	Prostaglandin E synthase 3
UNIPROT:Q13046:T116:PRGE	PSBG-7
UNIPROT:P31785:T116:PRGE	Cytokine receptor common subunit gamma
UNIPROT:Q13045:T116:PRGE	Protein flightless-1 homolog
UNIPROT:Q9BXB1:T116:PRGE	Leucine-rich repeat-containing G-protein coupled receptor 4
UNIPROT:Q5SW24:T116:PRGE	Dapper homolog 2
UNIPROT:Q13043:T116:PRGE	Serine/threonine-protein kinase 4
UNIPROT:Q06643:T116:PRGE	LT-beta
UNIPROT:Q13042:T116:PRGE	Cell division cycle protein 16 homolog
UNIPROT:Q5SVQ8:T116:PRGE	Zinc finger and BTB domain-containing protein 41
UNIPROT:Q9Y5I4:T116:PRGE	PCDH-alpha-C2
UNIPROT:Q9Y5I3:T116:PRGE	Protocadherin alpha-1
UNIPROT:Q9Y5I2:T116:PRGE	Protocadherin alpha-10
UNIPROT:Q9Y5I1:T116:PRGE	Protocadherin alpha-11
UNIPROT:Q68G74:T116:PRGE	LIM/homeobox protein Lhx8
UNIPROT:Q9Y5I0:T116:PRGE	PCDH-alpha-13
UNIPROT:Q15181:T116:PRGE	Inorganic pyrophosphatase
UNIPROT:O95936:T116:PRGE	Eomesodermin homolog
UNIPROT:O95935:T116:PRGE	T-box protein 18
UNIPROT:Q68G75:T116:PRGE	LEM domain-containing protein 1
UNIPROT:O95931:T116:PRGE	Chromobox protein homolog 7
UNIPROT:O95932:T116:PRGE	Protein-glutamine gamma-glutamyltransferase 6
UNIPROT:Q9Y5I7:T116:PRGE	Claudin-16
UNIPROT:Q03169:T116:PRGE	Tumor necrosis factor alpha-induced protein 2
UNIPROT:Q9BXB5:T116:PRGE	Oxysterol-binding protein-related protein 10
UNIPROT:Q4G0F5:T116:PRGE	Vacuolar protein sorting-associated protein 26B
UNIPROT:Q9BXB4:T116:PRGE	ORP-11
UNIPROT:Q15198:T116:PRGE	PDGFR-like protein
UNIPROT:Q5T7P3:T116:PRGE	Late cornified envelope protein 1B
UNIPROT:Q9BXC1:T116:PRGE	Probable G-protein coupled receptor 174
UNIPROT:Q13057:T116:PRGE	CoA synthase
UNIPROT:Q00722:T116:PRGE	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2
UNIPROT:Q5T7P2:T116:PRGE	Late cornified envelope protein 1A
UNIPROT:Q15195:T116:PRGE	Plasminogen-related protein A
UNIPROT:Q9BXC0:T116:PRGE	G-protein coupled receptor 81
UNIPROT:Q5T7P8:T116:PRGE	Synaptotagmin-6
UNIPROT:Q5T7P6:T116:PRGE	Transmembrane protein 78
UNIPROT:Q96FN9:T116:PRGE	Probable D-tyrosyl-tRNA(Tyr) deacylase 2
UNIPROT:Q9Y5J3:T116:PRGE	Hairy/enhancer-of-split related with YRPW motif protein 1
UNIPROT:Q03167:T116:PRGE	TGF-beta receptor type 3
UNIPROT:Q9Y5J5:T116:PRGE	Pleckstrin homology-like domain family A member 3
UNIPROT:Q5XKP0:T116:PRGE	Protein QIL1
UNIPROT:Q03164:T116:PRGE	Histone-lysine N-methyltransferase MLL
UNIPROT:O95948:T116:PRGE	One cut domain family member 2
UNIPROT:Q9Y5J1:T116:PRGE	U3 small nucleolar RNA-associated protein 18 homolog
UNIPROT:O95947:T116:PRGE	T-box transcription factor TBX6
UNIPROT:O95944:T116:PRGE	Natural cytotoxicity triggering receptor 2
UNIPROT:Q96G01:T116:PRGE	Protein bicaudal D homolog 1
UNIPROT:Q9Y5J6:T116:PRGE	Mitochondrial import inner membrane translocase subunit Tim9 B
UNIPROT:Q9Y5J7:T116:PRGE	Mitochondrial import inner membrane translocase subunit Tim9
UNIPROT:Q96G03:T116:PRGE	PGM 2
UNIPROT:Q9Y5J9:T116:PRGE	Mitochondrial import inner membrane translocase subunit Tim8 B
UNIPROT:Q96G04:T116:PRGE	Protein FAM86A
UNIPROT:Q9BXC9:T116:PRGE	Bardet-Biedl syndrome 2 protein
UNIPROT:P61158:T116:PRGE	Actin-related protein 3
UNIPROT:Q13049:T116:PRGE	E3 ubiquitin-protein ligase TRIM32
UNIPROT:Q13064:T116:PRGE	Probable E3 ubiquitin-protein ligase makorin-3
UNIPROT:Q5T848:T116:PRGE	Probable G-protein coupled receptor 158
UNIPROT:P37275:T116:PRGE	Zinc finger E-box-binding homeobox 1
UNIPROT:Q13061:T116:PRGE	Triadin
UNIPROT:Q13068:T116:PRGE	G antigen 4
UNIPROT:Q5SVS4:T116:PRGE	Kidney mitochondrial carrier protein 1
UNIPROT:Q13067:T116:PRGE	G antigen 3
UNIPROT:Q13066:T116:PRGE	GAGE-2
UNIPROT:Q9BXD5:T116:PRGE	N-acetylneuraminate lyase
UNIPROT:Q13065:T116:PRGE	GAGE-1
UNIPROT:Q9Y5K2:T116:PRGE	Kallikrein-4
UNIPROT:Q9Y5K1:T116:PRGE	Meiotic recombination protein SPO11
UNIPROT:Q6R327:T116:PRGE	Rapamycin-insensitive companion of mTOR
UNIPROT:O95918:T116:PRGE	Olfactory receptor 2H2
UNIPROT:Q9Y5K6:T116:PRGE	CD2-associated protein
UNIPROT:P59103:T116:PRGE	D-amino acid oxidase activator
UNIPROT:Q9Y5K5:T116:PRGE	Ubiquitin carboxyl-terminal hydrolase isozyme L5
UNIPROT:Q3C1W6:T116:PRGE	Tripartite motif-containing protein LOC642612
UNIPROT:Q9Y5K3:T116:PRGE	Choline-phosphate cytidylyltransferase B
UNIPROT:P61163:T116:PRGE	Alpha-centractin
UNIPROT:Q68BL7:T116:PRGE	Olfactomedin-like protein 2A
UNIPROT:Q9Y5K8:T116:PRGE	V-ATPase subunit D
UNIPROT:Q68BL8:T116:PRGE	Olfactomedin-like protein 2B
UNIPROT:P61160:T116:PRGE	Actin-related protein 2
UNIPROT:Q7LDI9:T116:PRGE	Gag polyprotein
UNIPROT:P61165:T116:PRGE	UPF0197 transmembrane protein C11orf10
UNIPROT:Q96G30:T116:PRGE	Melanocortin-2 receptor accessory protein 2
UNIPROT:Q6ECI4:T116:PRGE	Zinc finger protein 470
UNIPROT:P37268:T116:PRGE	SS
UNIPROT:P37288:T116:PRGE	Vasopressin V1a receptor
UNIPROT:Q5XKR4:T116:PRGE	Homeobox protein orthopedia
UNIPROT:Q13072:T116:PRGE	B melanoma antigen 1
UNIPROT:Q13075:T116:PRGE	Baculoviral IAP repeat-containing protein 1
UNIPROT:Q5T7R7:T116:PRGE	Uncharacterized protein C1orf185
UNIPROT:P37287:T116:PRGE	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A
UNIPROT:Q13077:T116:PRGE	TNF receptor-associated factor 1
UNIPROT:Q03181:T116:PRGE	PPAR-delta
UNIPROT:Q5XKR9:T116:PRGE	Protein FAM104B
UNIPROT:Q9Y5L0:T116:PRGE	Transportin-3
UNIPROT:O95926:T116:PRGE	Pre-mRNA-splicing factor SYF2
UNIPROT:O95925:T116:PRGE	Eppin
UNIPROT:Q9Y5L3:T116:PRGE	NTPDase 2
UNIPROT:Q9Y5L2:T116:PRGE	Hypoxia-inducible gene 2 protein
UNIPROT:Q9Y5L5:T116:PRGE	Lens epithelial cell protein LEP503
UNIPROT:Q9Y5L4:T116:PRGE	Mitochondrial import inner membrane translocase subunit Tim13
UNIPROT:Q03188:T116:PRGE	Centromere protein C 1
UNIPROT:Q13070:T116:PRGE	GAGE-6
UNIPROT:Q96FQ7:T116:PRGE	Uncharacterized protein C18orf18
UNIPROT:Q96G27:T116:PRGE	WBP-1
UNIPROT:Q6UYE1:T116:PRGE	Leukemia-associated protein 7
UNIPROT:Q96G28:T116:PRGE	Coiled-coil domain-containing protein 104
UNIPROT:Q96G25:T116:PRGE	Mediator of RNA polymerase II transcription subunit 8
UNIPROT:Q96FQ6:T116:PRGE	Protein S100-A16
UNIPROT:P01620:T116:PRGE	Ig kappa chain V-III region SIE
UNIPROT:O95922:T116:PRGE	Probable tubulin polyglutamylase TTLL1
UNIPROT:Q96G23:T116:PRGE	LAG1 longevity assurance homolog 2
UNIPROT:Q9P000:T116:PRGE	COMM domain-containing protein 9
UNIPROT:P01621:T116:PRGE	Ig kappa chain V-III region NG9
UNIPROT:P01622:T116:PRGE	Ig kappa chain V-III region Ti
UNIPROT:Q96G21:T116:PRGE	U3 snoRNP protein IMP4
UNIPROT:P01623:T116:PRGE	Ig kappa chain V-III region WOL
UNIPROT:P01624:T116:PRGE	Ig kappa chain V-III region POM
UNIPROT:Q9P003:T116:PRGE	Protein cornichon homolog 4
UNIPROT:Q4G0G2:T116:PRGE	Putative uncharacterized protein C3orf47
UNIPROT:Q13069:T116:PRGE	G antigen 5
UNIPROT:P01625:T116:PRGE	Ig kappa chain V-IV region Len
UNIPROT:Q9BXE9:T116:PRGE	Vomeronasal type-1 receptor 3
UNIPROT:Q4G0G5:T116:PRGE	Secretoglobin-like protein
UNIPROT:Q9P021:T116:PRGE	Cysteine-rich PDZ-binding protein
UNIPROT:P98153:T116:PRGE	Integral membrane protein DGCR2/IDD
UNIPROT:P98155:T116:PRGE	VLDL-R
UNIPROT:Q9Y4U1:T116:PRGE	Methylmalonic aciduria and homocystinuria type C protein
UNIPROT:Q9Y561:T116:PRGE	Low-density lipoprotein receptor-related protein 12
UNIPROT:Q06546:T116:PRGE	GA-binding protein alpha chain
UNIPROT:Q06547:T116:PRGE	GABP subunit beta-1
UNIPROT:P61073:T116:PRGE	CXC-R4
UNIPROT:P23528:T116:PRGE	Cofilin-1
UNIPROT:P23526:T116:PRGE	AdoHcyase
UNIPROT:Q9BY10:T116:PRGE	Thymic stromal cotransporter homolog
UNIPROT:Q9BY11:T116:PRGE	Protein kinase C and casein kinase substrate in neurons protein 1
UNIPROT:P61077:T116:PRGE	Ubiquitin-conjugating enzyme E2 D3
UNIPROT:P23527:T116:PRGE	Histone H2B type 1-O
UNIPROT:Q5T6R2:T116:PRGE	C2 tensin-type domain-containing protein ENSP00000371290
UNIPROT:P61081:T116:PRGE	NEDD8-conjugating enzyme Ubc12
UNIPROT:Q9BY08:T116:PRGE	Emopamil-binding protein-like
UNIPROT:Q9BY07:T116:PRGE	Electrogenic sodium bicarbonate cotransporter 4
UNIPROT:P98161:T116:PRGE	Polycystin-1
UNIPROT:P98160:T116:PRGE	Basement membrane-specific heparan sulfate proteoglycan core protein
UNIPROT:Q96FB5:T116:PRGE	UPF0431 protein C1orf66
UNIPROT:P98164:T116:PRGE	Low-density lipoprotein receptor-related protein 2
UNIPROT:P98168:T116:PRGE	Zinc finger X-linked protein ZXDA
UNIPROT:P98169:T116:PRGE	Zinc finger X-linked protein ZXDB
UNIPROT:Q9P016:T116:PRGE	Thymocyte nuclear protein 1
UNIPROT:Q9P015:T116:PRGE	MRP-L15
UNIPROT:Q9P013:T116:PRGE	Protein CWC15 homolog
UNIPROT:Q9Y548:T116:PRGE	Protein YIPF1
UNIPROT:Q6P0Q8:T116:PRGE	Microtubule-associated serine/threonine-protein kinase 2
UNIPROT:Q03252:T116:PRGE	Lamin-B2
UNIPROT:Q5T6S3:T116:PRGE	PHD finger protein 19
UNIPROT:Q5T742:T116:PRGE	Uncharacterized protein C10orf25
UNIPROT:Q9BXN1:T116:PRGE	Asporin
UNIPROT:Q9BXN6:T116:PRGE	Sperm protein associated with the nucleus on the X chromosome D
UNIPROT:P98170:T116:PRGE	Baculoviral IAP repeat-containing protein 4
UNIPROT:Q96FC9:T116:PRGE	Probable ATP-dependent RNA helicase DDX11
UNIPROT:Q96FC7:T116:PRGE	Phytanoyl-CoA hydroxylase-interacting protein-like
UNIPROT:Q5T749:T116:PRGE	hKPRP
UNIPROT:Q9Y543:T116:PRGE	Transcription factor HES-2
UNIPROT:P46663:T116:PRGE	BK-1 receptor
UNIPROT:P98174:T116:PRGE	FYVE, RhoGEF and PH domain-containing protein 1
UNIPROT:P98173:T116:PRGE	Protein FAM3A
UNIPROT:Q9Y546:T116:PRGE	Leucine-rich repeat-containing protein 42
UNIPROT:P98172:T116:PRGE	Ephrin-B1
UNIPROT:Q9Y547:T116:PRGE	Heat shock protein beta-11
UNIPROT:P98171:T116:PRGE	Rho GTPase-activating protein 4
UNIPROT:Q9Y4W2:T116:PRGE	Protein LAS1 homolog
UNIPROT:Q6PKX4:T116:PRGE	Docking protein 6
UNIPROT:Q9Y581:T116:PRGE	Insulin-like peptide 6
UNIPROT:Q9Y580:T116:PRGE	RNA-binding protein 7
UNIPROT:Q15208:T116:PRGE	Serine/threonine-protein kinase 38
UNIPROT:Q9BXR0:T116:PRGE	Queuine tRNA-ribosyltransferase
UNIPROT:Q9BY31:T116:PRGE	Zinc finger protein 717
UNIPROT:Q9BY32:T116:PRGE	Inosine triphosphate pyrophosphatase
UNIPROT:Q9BXR3:T116:PRGE	HERV-K_7p22.1 provirus ancestral Pol protein
UNIPROT:Q9BY27:T116:PRGE	Protein DGCR6L
UNIPROT:Q5T751:T116:PRGE	Late cornified envelope protein 1C
UNIPROT:Q5T750:T116:PRGE	Skin-specific protein 32
UNIPROT:Q5T753:T116:PRGE	Late cornified envelope protein 1E
UNIPROT:Q5T752:T116:PRGE	Late cornified envelope protein 1D
UNIPROT:Q9BXQ6:T116:PRGE	Cat eye syndrome critical region protein 6
UNIPROT:Q5T754:T116:PRGE	Late cornified envelope protein 1F
UNIPROT:Q9Y577:T116:PRGE	E3 ubiquitin-protein ligase TRIM17
UNIPROT:Q9Y575:T116:PRGE	Ankyrin repeat and SOCS box protein 3
UNIPROT:Q9Y576:T116:PRGE	Ankyrin repeat and SOCS box protein 1
UNIPROT:Q6P0N0:T116:PRGE	HsKNL-2
UNIPROT:Q9Y573:T116:PRGE	Actin-binding protein IPP
UNIPROT:Q9Y574:T116:PRGE	ASB-4
UNIPROT:Q9Y570:T116:PRGE	PME-1
UNIPROT:Q9Y572:T116:PRGE	Receptor-interacting serine/threonine-protein kinase 3
UNIPROT:Q9P032:T116:PRGE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
UNIPROT:Q9P031:T116:PRGE	TTF-1-associated protein 26
UNIPROT:Q9BY21:T116:PRGE	G-protein coupled receptor 87
UNIPROT:P61088:T116:PRGE	Ubiquitin-conjugating enzyme E2 N
UNIPROT:Q9BY19:T116:PRGE	Membrane-spanning 4-domains subfamily A member 8B
UNIPROT:Q9BXP8:T116:PRGE	Pappalysin-2
UNIPROT:Q9BY15:T116:PRGE	EGF-like module-containing mucin-like hormone receptor-like 3
UNIPROT:Q9BY14:T116:PRGE	Testis-expressed protein 101
UNIPROT:Q5T764:T116:PRGE	Interferon-induced protein with tetratricopeptide repeats 1-like protein
UNIPROT:Q9BY12:T116:PRGE	S phase cyclin A-associated protein in the endoplasmic reticulum
UNIPROT:Q9BXP2:T116:PRGE	Solute carrier family 12 member 9
UNIPROT:Q9Y566:T116:PRGE	Shank1
UNIPROT:Q96FE7:T116:PRGE	Phosphoinositide-3-kinase-interacting protein 1
UNIPROT:Q06587:T116:PRGE	E3 ubiquitin-protein ligase RING1
UNIPROT:O94898:T116:PRGE	LIG-2
UNIPROT:O94892:T116:PRGE	Zinc finger protein 432
UNIPROT:Q9BXK5:T116:PRGE	Bcl-2-like protein 13
UNIPROT:Q15233:T116:PRGE	Non-POU domain-containing octamer-binding protein
UNIPROT:P46695:T116:PRGE	Radiation-inducible immediate-early gene IEX-1
UNIPROT:Q96FF7:T116:PRGE	Uncharacterized protein LOC113230
UNIPROT:Q9Y4P3:T116:PRGE	Transducin beta-like protein 2
UNIPROT:Q9Y512:T116:PRGE	Sorting and assembly machinery component 50 homolog
UNIPROT:Q96FF9:T116:PRGE	Sororin
UNIPROT:Q9Y4P1:T116:PRGE	Cysteine protease ATG4B
UNIPROT:Q9Y4P8:T116:PRGE	WD repeat domain phosphoinositide-interacting protein 2
UNIPROT:Q5T6V5:T116:PRGE	UPF0553 protein C9orf64
UNIPROT:Q9BXK1:T116:PRGE	Krueppel-like factor 16
UNIPROT:Q6P158:T116:PRGE	Putative ATP-dependent RNA helicase DHX57
UNIPROT:Q9Y519:T116:PRGE	Transmembrane protein 184B
UNIPROT:Q9Y4P9:T116:PRGE	Sperm flagellar protein 1
UNIPROT:O94889:T116:PRGE	Kelch-like protein 18
UNIPROT:O94888:T116:PRGE	UBX domain-containing protein 7
UNIPROT:O94887:T116:PRGE	FERM, RhoGEF and pleckstrin domain-containing protein 2
UNIPROT:O94886:T116:PRGE	Transmembrane protein 63A
UNIPROT:O94885:T116:PRGE	SAM and SH3 domain-containing protein 1
UNIPROT:O94880:T116:PRGE	PHD finger protein 14
UNIPROT:P82251:T116:PRGE	B(0,+)AT
UNIPROT:Q9BXJ7:T116:PRGE	Protein amnionless
UNIPROT:Q15223:T116:PRGE	Poliovirus receptor-related protein 1
UNIPROT:P23582:T116:PRGE	C-type natriuretic peptide
UNIPROT:Q9BXJ4:T116:PRGE	Complement C1q tumor necrosis factor-related protein 3
UNIPROT:Q9BXJ5:T116:PRGE	Complement C1q tumor necrosis factor-related protein 2
UNIPROT:Q6P161:T116:PRGE	39S ribosomal protein L54, mitochondrial
UNIPROT:Q9BXJ8:T116:PRGE	Transmembrane protein 120A
UNIPROT:Q9BXJ9:T116:PRGE	N-alpha-acetyltransferase 15, NatA auxiliary subunit
UNIPROT:Q6N022:T116:PRGE	Ten-4
UNIPROT:Q6N021:T116:PRGE	Probable methylcytosine dioxygenase TET2
UNIPROT:Q9BXJ2:T116:PRGE	Complement C1q tumor necrosis factor-related protein 7
UNIPROT:Q9BXJ3:T116:PRGE	Complement C1q tumor necrosis factor-related protein 4
UNIPROT:Q9Y508:T116:PRGE	RING finger protein 114
UNIPROT:Q9BXJ0:T116:PRGE	Complement C1q tumor necrosis factor-related protein 5
UNIPROT:Q9BXJ1:T116:PRGE	Complement C1q tumor necrosis factor-related protein 1
UNIPROT:Q56A73:T116:PRGE	Spindlin-4
UNIPROT:O94874:T116:PRGE	E3 UFM1-protein ligase 1
UNIPROT:O94876:T116:PRGE	Transmembrane and coiled-coil domains protein 1
UNIPROT:O94875:T116:PRGE	Sorbin and SH3 domain-containing protein 2
UNIPROT:Q9P086:T116:PRGE	Mediator of RNA polymerase II transcription subunit 11
UNIPROT:P23588:T116:PRGE	eIF-4B
UNIPROT:Q9Y536:T116:PRGE	PPIase A-like 4B
UNIPROT:Q9Y535:T116:PRGE	DNA-directed RNA polymerase III subunit RPC8
UNIPROT:Q9Y534:T116:PRGE	Cold shock domain-containing protein C2
UNIPROT:Q9BXM7:T116:PRGE	Serine/threonine-protein kinase PINK1, mitochondrial
UNIPROT:Q6PL45:T116:PRGE	BRICHOS domain-containing protein C16orf79
UNIPROT:Q9BXM8:T116:PRGE	Putative colon cancer-associated antigen SK1
UNIPROT:Q9Y530:T116:PRGE	Uncharacterized protein C6orf130
UNIPROT:Q9BXM9:T116:PRGE	FSD1-like protein
UNIPROT:Q15256:T116:PRGE	R-PTP-R
UNIPROT:Q96FH0:T116:PRGE	UPF0402 protein
UNIPROT:Q5T6X4:T116:PRGE	Protein FAM162B
UNIPROT:Q5T6X5:T116:PRGE	hGPRC6A
UNIPROT:Q9BXM0:T116:PRGE	Periaxin
UNIPROT:Q5SV97:T116:PRGE	Uncharacterized protein C1orf170
UNIPROT:Q9Y4R8:T116:PRGE	Telomere length regulation protein TEL2 homolog
UNIPROT:Q9Y4R7:T116:PRGE	Tubulin monoglycylase TTLL3
UNIPROT:P33076:T116:PRGE	MHC class II transactivator
UNIPROT:Q96FJ0:T116:PRGE	AMSH-LP
UNIPROT:O94864:T116:PRGE	STAGA complex 65 subunit gamma
UNIPROT:Q15238:T116:PRGE	PSBG-5
UNIPROT:Q9BXL8:T116:PRGE	Cell division cycle-associated protein 4
UNIPROT:Q9BXL6:T116:PRGE	Caspase recruitment domain-containing protein 14
UNIPROT:Q9BXL7:T116:PRGE	Caspase recruitment domain-containing protein 11
UNIPROT:Q96FI4:T116:PRGE	Endonuclease VIII-like 1
UNIPROT:Q9BXL5:T116:PRGE	Hemogen
UNIPROT:O94868:T116:PRGE	FCH and double SH3 domains protein 2
UNIPROT:P40967:T116:PRGE	Melanocyte protein Pmel 17
UNIPROT:Q9BXW9:T116:PRGE	Fanconi anemia group D2 protein
UNIPROT:Q9BY89:T116:PRGE	Uncharacterized protein KIAA1671
UNIPROT:P32927:T116:PRGE	Cytokine receptor common subunit beta
UNIPROT:P32926:T116:PRGE	Desmoglein-3
UNIPROT:Q96EY1:T116:PRGE	DnaJ homolog subfamily A member 3, mitochondrial
UNIPROT:Q14146:T116:PRGE	Unhealthy ribosome biogenesis protein 2 homolog
